0.350641,0.376617
0.267373,0.456545
0.439412,0.169753
0.164521,0.395405
0.303008,0.397047
0.141174,0.353048
0.461565,0.44314
0.351781,0.451432
0.477016,0.274607
0.0566867,0.444446
0.528202,0.300702
0.0853875,0.232742
0.278746,0.297109
0.468848,0.0053569
0.251168,0.560958
0.376294,0.234123
0.314713,0.271501
0.196162,0.258473
0.356119,0.187006
0.507914,0.776123
0.598523,0.581021
0.797076,0.570249
0.766424,0.711149
0.599835,0.712303
0.700998,0.791593
0.716675,0.484212
0.552084,0.563733
0.498104,0.88486
0.754724,0.566689
0.854636,0.596504
0.716947,0.860699
0.537318,0.882871
0.720282,0.703427
0.627813,0.782411
0.729896,0.566591
0.962799,0.658833
